account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
9289,bank,3945.49,281.82071428571425,438.04999999999995,950.6899785011553,1801.78,-1376.4,7873.5599999999995,-3928.0699999999997,874.8399999999999,-785.6139999999999,907.64,-769.54,524.6715543318506,413.87665225281796,1801.78,-320.3,106.56,-1376.4,9,5,272,0,156086.56,1156.1967407407408,495.85,2444.8869514422504,10186.54,13.94,135,0
645,bank,-2812.139999999998,-7.479095744680846,-43.47,844.8164961582172,1920.91,-2164.93,138496.68,-141308.81999999998,744.6058064516129,-743.7306315789473,770.395,-713.03,388.56885096764904,408.31716958176077,1920.91,-21.98,15.93,-2164.93,186,190,275,0,151227.28999999998,916.5290303030301,404.82,1980.7836515112338,9024.46,4.01,165,0
549,bank,-54521.090000000004,-125.33583908045978,-258.06,867.3920607177828,2016.65,-2237.95,138786.05,-193307.14,726.6285340314136,-792.2423770491804,713.28,-778.7,427.9987412339429,428.2456291764455,2016.65,-2.72,4.99,-2237.95,191,244,275,0,130536.19,831.4407006369427,482.13,1395.655808675122,6324.39,0.13,157,0
851,bank,9087.88,26.341681159420286,28.74,865.5457168669369,1880.54,-1919.95,130781.94,-121694.06,743.0792045454546,-720.0831952662721,640.97,-664.66,432.5779058137629,490.35843417434967,1880.54,-2.77,1.33,-1919.95,176,169,275,0,92670.77,1018.3601098901099,465.84,1573.5820682255817,5648.35,10.67,91,0
1566,bank,-3119.879999999999,-14.716415094339618,-162.945,864.1551097146016,1938.38,-1970.11,77483.78,-80603.66,782.6644444444445,-713.3067256637169,742.99,-623.42,426.0597361303623,440.013801249547,1938.38,-12.49,53.46,-1970.11,99,113,275,0,168004.87,1191.5239007092198,464.9,2764.382630710769,11667.55,6.25,141,0
485,bank,-29504.890000000003,-57.29104854368933,-58.23,764.9242311650298,2071.92,-1784.83,145179.02000000002,-174683.90999999997,691.3286666666668,-572.7341311475409,710.02,-518.91,404.2457562688465,472.49658586066283,2071.92,-26.48,12.41,-1784.83,210,305,275,0,110616.29000000001,713.6534838709678,460.7,971.6860103847303,4364.31,7.93,155,0
737,bank,11733.910000000002,29.933443877551024,47.22,866.1977483376376,2165.94,-1870.37,152045.89,-140311.97999999998,760.22945,-730.7915624999999,675.66,-695.0,478.4418085189587,396.5623517702164,2165.94,-5.17,5.09,-1870.37,200,192,275,0,193271.32,1200.4429813664597,384.46,3089.252408600835,13781.07,15.22,161,0
7106,bank,5622.03,122.21804347826087,169.97,763.2483580318462,1642.44,-1618.21,17235.2,-11613.17,574.5066666666667,-725.823125,354.83500000000004,-737.375,474.0284664690386,370.09411083702753,1642.44,-54.5,13.53,-1618.21,30,16,266,0,195410.9,1338.430821917808,485.375,3272.470776291317,13997.27,7.1,146,0
8410,bank,4943.150000000001,274.61944444444447,504.16,843.8185315817908,1437.65,-1194.79,9408.05,-4464.9,723.6961538461538,-892.9799999999999,504.16,-1020.15,398.6741110133786,435.62073102642853,1437.65,-137.45,137.45,-1194.79,13,5,260,0,82873.24,604.9141605839417,399.98,602.157272466893,2497.95,7.1,137,0
1014,bank,12270.010000000002,60.443399014778336,-19.56,819.8280810619962,1937.09,-1894.03,77340.5,-65070.490000000005,773.405,-631.7523300970875,755.325,-621.81,438.4231301695621,402.88495692453705,1937.09,-1.41,34.67,-1894.03,100,103,274,0,212150.53,1317.705155279503,497.22,3357.630960334999,15012.9,7.06,161,0
3798,bank,403.3800000000005,8.06760000000001,3.4350000000000023,972.4070505259048,1596.69,-2222.79,20637.92,-20234.54,825.5167999999999,-809.3816,686.17,-791.84,520.1784397422357,517.5255136438525,1596.69,-90.92,97.79,-2222.79,25,25,272,0,273897.02,1722.6227672955977,483.98,5108.768230168191,22470.1,4.04,159,0
723,bank,19263.3,49.016030534351145,90.99,802.4178189467659,2043.26,-2074.59,143972.75,-124709.45000000001,695.5205314009662,-670.4809139784946,655.3,-590.36,411.3008385683134,433.35873830290353,2043.26,-11.08,3.84,-2074.59,207,186,275,0,111910.89,722.0057419354839,443.36,1132.7734416724181,5069.56,2.71,155,0
3321,bank,5675.929999999999,53.54650943396226,118.555,872.5858605449308,1778.12,-1952.88,44405.1,-38729.16999999999,792.9482142857142,-774.5833999999999,820.645,-754.7950000000001,402.17794418123447,354.1462196729089,1778.12,-65.13,78.72,-1952.88,56,50,275,0,34217.32,450.2278947368421,420.09000000000003,339.3727910889569,1628.69,12.79,76,0
6147,bank,5207.06,173.56866666666667,620.395,928.2597866743887,1757.41,-1424.04,15645.86,-10438.8,920.344705882353,-802.9846153846154,858.0,-785.59,327.4695003186871,340.89863783377467,1757.41,-198.9,350.69,-1424.04,17,13,259,0,250697.99,1566.8624375,525.32,4449.570909822293,19686.26,2.28,160,0
7436,bank,1071.5600000000002,38.27,-11.024999999999999,845.9336160453463,1298.72,-1394.92,10723.76,-9652.2,765.9828571428571,-689.4428571428572,890.57,-726.665,449.5912901296461,378.8374016631688,1298.72,-37.91,15.86,-1394.92,14,14,265,0,224893.7,1550.9910344827588,465.33,4128.12921003919,17494.38,11.87,145,0
3734,bank,-692.89,-10.998253968253968,-306.76,829.1273339725633,1552.3,-1994.48,21390.47,-22083.36,763.9453571428572,-630.9531428571429,774.5550000000001,-512.15,435.42961453992336,461.320538657115,1552.3,-31.09,97.85,-1994.48,28,35,272,0,161102.93,1095.9382993197278,497.32,2361.8905639743184,10213.85,0.19,147,0
7286,bank,1567.42,58.052592592592596,92.78,912.7236017740133,1708.17,-1379.69,11562.07,-9994.65,825.8621428571429,-768.8192307692308,782.715,-577.14,461.2435912279986,382.1232362397751,1708.17,-298.6,92.78,-1379.69,14,13,274,0,190302.58,1174.7072839506172,457.225,2939.488755871619,13182.4,0.62,162,0
3328,bank,3631.1199999999994,31.30275862068965,-60.275000000000006,852.7954035396831,1630.04,-2074.51,44526.84,-40895.72,795.1221428571428,-681.5953333333333,837.02,-554.0250000000001,402.49189559639484,442.64173896365486,1630.04,-49.04,20.64,-2074.51,56,60,275,0,120139.9,806.3080536912752,452.92,1244.9189237128994,5515.16,2.33,149,0
4223,bank,8587.41,138.5066129032258,479.495,807.3305981126908,1837.22,-1540.44,26123.299999999996,-17535.89,687.4552631578946,-730.6620833333333,513.28,-779.89,374.04368001710674,466.2583017559479,1837.22,-45.72,58.92,-1540.44,38,24,270,0,173638.19999999998,1267.432116788321,436.7,2982.0858241218634,12395.81,8.82,137,0
6824,bank,2636.23,90.90448275862069,291.51,854.6189607220376,1405.72,-1123.61,12701.110000000002,-10064.88,846.7406666666668,-718.92,896.92,-665.1949999999999,325.5613933426967,305.8219767723096,1405.72,-183.41,291.51,-1123.61,15,14,270,0,179560.78,1213.2485135135134,436.42999999999995,2976.166850480862,12791.99,6.18,148,0
7957,bank,5552.4,326.6117647058823,419.42,1006.7282853148317,1974.02,-1633.46,10019.730000000001,-4467.33,1001.9730000000002,-638.1899999999999,974.2349999999999,-551.02,633.4153720383209,504.65649171821156,1974.02,-68.47,117.01,-1633.46,10,7,259,0,106280.67,703.8454966887417,397.02,1181.3457316262609,5217.35,0.6,151,0
2439,bank,-9029.93,-83.61046296296297,-227.93,908.6915216849042,1453.62,-1921.81,39172.240000000005,-48202.17,739.0988679245283,-876.4030909090909,725.05,-881.21,391.9685344301365,428.6311649238458,1453.62,-221.01,6.44,-1921.81,53,55,275,0,233925.49999999997,1569.969798657718,386.59,4431.324025913833,18935.01,1.47,149,0
3166,bank,379.8000000000003,3.583018867924531,35.190000000000005,850.8210451313595,1637.56,-1637.56,39584.97,-39205.16999999999,746.8862264150944,-739.7201886792451,674.02,-688.31,412.78914068819887,406.28784013350474,1637.56,-26.55,96.93,-1637.56,53,53,275,0,93430.87,580.3159627329193,468.98,466.24532194754886,1887.25,1.44,161,0
360,bank,-32098.010000000002,-40.42570528967255,-69.33,866.3418244347972,2239.27,-2383.89,277789.53,-309887.54000000004,738.8019414893618,-741.3577511961723,675.66,-681.755,439.49070610145316,462.1949220232643,2239.27,-4.42,12.43,-2383.89,376,418,275,0,213986.71,1312.8019018404907,410.02,3474.0199506039844,15567.31,4.5,163,0
464,bank,-8716.44,-22.407300771208227,-105.6,871.2374412573319,2239.44,-2043.26,142343.34000000003,-151059.78,761.1943315508023,-747.8206930693069,733.34,-670.175,434.2346284623878,436.6302892733852,2239.44,-3.85,14.88,-2043.26,187,202,273,0,232370.91999999998,1528.7560526315788,474.625,4190.8149214480945,18127.28,4.48,152,0
3590,bank,-3650.540000000001,-37.63443298969073,-140.06,805.6466434731288,1548.83,-1524.1,32647.029999999995,-36297.57,694.617659574468,-725.9514,628.91,-751.655,376.09573447179855,375.6270393866876,1548.83,-20.66,35.8,-1524.1,47,50,275,0,204397.26,1310.2388461538462,442.92499999999995,3349.274444011084,14736.74,4.52,156,0
3684,bank,-26389.02,-181.99324137931035,-399.79,734.5337058391033,1749.9,-1743.07,35581.68,-61970.70000000001,726.1567346938775,-645.5281250000002,672.34,-661.35,399.4558103396615,307.71698851657595,1749.9,-23.06,5.09,-1743.07,49,96,272,0,348002.02,2175.0126250000003,504.48,6889.677044277794,30281.27,2.34,160,0
6966,bank,15156.34,378.9085,799.27,937.1324264342875,1809.55,-1614.87,25892.419999999995,-10736.08,924.7292857142855,-894.6733333333333,887.41,-829.31,423.88140927079695,380.5899246584375,1809.55,-426.02,229.51,-1614.87,28,12,272,0,174587.39,1091.1711875,427.745,2535.68435032036,11348.17,9.66,160,0
3161,bank,4010.9299999999994,36.79752293577981,-131.87,880.4598137212548,2228.12,-1563.96,43414.08,-39403.15,819.1335849056604,-703.6276785714286,794.11,-608.56,452.28488705892136,425.2471874782353,2228.12,-108.48,93.98,-1563.96,53,56,274,0,352330.43,2396.805646258503,438.02,7708.431421515021,32453.57,2.28,147,0
8671,bank,-1660.4099999999999,-110.69399999999999,85.85,1027.9115475342642,1659.55,-1475.42,5869.889999999999,-7530.300000000001,733.7362499999999,-1075.757142857143,706.1800000000001,-1243.59,502.234313470103,365.7930401977912,1659.55,-588.63,85.85,-1475.42,8,7,254,0,441802.27999999997,5197.67388235294,413.22,13824.91596182682,45124.74,16.22,85,0
7541,bank,-1621.0199999999998,-55.89724137931034,53.48,914.0638098228332,1501.29,-1921.58,10459.329999999996,-12080.349999999999,697.2886666666665,-862.8821428571428,680.02,-789.14,373.49193249781496,541.715722129926,1501.29,-174.05,53.48,-1921.58,15,14,273,0,175010.42,1223.849090909091,404.38,2933.3404344623873,12419.77,1.06,143,0
3149,bank,5893.45,52.620089285714286,37.92,823.5048811043531,1625.81,-2365.86,41981.469999999994,-36088.020000000004,723.818448275862,-668.2966666666667,832.24,-508.21500000000003,399.94289841461966,475.1175359805471,1625.81,-81.92,4.02,-2365.86,58,54,270,0,154745.46,1031.6363999999999,406.135,2374.937828591352,10323.93,10.09,150,0
3587,bank,40252.909999999996,254.76525316455692,269.93,880.9145812583091,2041.43,-1516.57,84731.54999999999,-44478.64000000001,962.8585227272725,-635.4091428571429,1236.61,-711.69,405.4736839442922,339.190994389027,2041.43,-25.25,95.94,-1516.57,88,70,275,0,137339.1,967.1767605633803,449.03499999999997,1887.0845448106425,8084.15,10.92,142,0
5717,bank,5767.97,205.9989285714286,143.235,776.912564351329,1560.73,-946.01,12752.770000000002,-6984.8,910.9121428571431,-498.9142857142857,981.39,-605.465,305.37109402215157,300.18854392414227,1560.73,-77.71,364.18,-946.01,14,14,275,0,423728.29000000004,2751.482402597403,427.49,9289.531919294617,39892.66,6.61,154,0
8534,bank,7241.889999999999,344.85190476190473,608.05,844.5589610004683,1881.49,-1286.94,11823.289999999999,-4581.4,844.5207142857142,-654.4857142857143,905.07,-602.46,482.46562433885515,354.3661342386404,1881.49,-319.64,2.56,-1286.94,14,7,258,0,135338.78,873.1534193548387,404.77,1668.2158238172708,7436.72,1.5,155,0
7624,bank,-1064.4300000000003,-70.96200000000002,17.05,794.0915367728621,1175.74,-1462.38,4343.83,-5408.26,542.97875,-772.6085714285715,509.085,-786.15,417.86872088996364,436.7108030656967,1175.74,-194.9,17.05,-1462.38,8,7,238,0,189487.57,1184.2973125,454.325,2916.4018040647024,13029.36,0.98,160,0
6737,bank,5363.77,191.5632142857143,217.91,723.8541187337433,1351.3,-1396.66,11460.39,-6096.62,674.1405882352941,-554.2381818181818,685.02,-402.37,368.1526345904404,436.0131631916216,1351.3,-43.52,148.25,-1396.66,17,11,251,0,483591.19,3003.67198757764,482.14,10330.613253986958,45308.49,3.6,161,0
9749,bank,1316.6399999999999,69.29684210526315,231.02,769.22046570287,1352.54,-1360.28,6892.31,-5575.67,574.3591666666667,-796.5242857142857,554.745,-826.26,377.3558883132698,359.5485870206855,1352.54,-173.19,89.85,-1360.28,12,7,268,0,165666.13,1061.9623717948718,459.30499999999995,2340.9979240103553,10401.73,2.33,156,0
8535,bank,2249.38,112.46900000000001,255.13,880.0738401849555,1477.77,-1400.28,8784.17,-6534.79,798.5609090909091,-726.0877777777778,650.94,-600.3,439.8853582799624,399.1455912564292,1477.77,-299.24,132.86,-1400.28,11,9,275,0,257188.35,1680.9696078431373,428.59,4951.955681664791,21384.41,1.84,153,0
4438,bank,-886.6700000000004,-18.472291666666674,40.665,854.4878708406488,1555.3,-2041.47,17066.579999999998,-17953.250000000004,682.6632,-780.5760869565219,648.68,-725.51,386.9400943376119,480.315204543652,1555.3,-112.44,32.37,-2041.47,25,23,268,0,210712.94999999998,1414.1808724832213,410.92,3842.462705335186,16466.1,1.41,149,0
1770,bank,-5906.4400000000005,-28.533526570048313,-67.23,841.3354593079739,1870.37,-1907.46,72508.91999999997,-78415.36000000002,717.9100990099007,-739.7675471698115,658.64,-669.085,419.4730252006559,417.7591965299566,1870.37,-60.0,17.25,-1907.46,101,106,273,0,356541.95,2475.985763888889,438.19000000000005,7833.049133256691,32687.0,0.62,144,0
1541,bank,-7985.050000000001,-42.93037634408603,-66.57,855.7201187900283,2071.87,-1778.7,65610.46,-73595.51,720.994065934066,-774.6895789473683,755.32,-732.85,390.67592194377403,434.6117599845201,2071.87,-9.95,40.17,-1778.7,91,95,273,0,163363.2,1089.088,500.695,2211.0820107911636,9692.5,1.85,150,0
748,bank,-5676.89,-14.860968586387436,-85.97,844.1078476310904,2041.03,-1972.79,136900.88,-142577.77,744.0265217391304,-720.0897474747475,688.67,-643.49,416.62789622446763,423.0788004656925,2041.03,-13.62,18.23,-1972.79,184,198,275,0,223015.66,1411.4915189873418,478.09000000000003,3792.2403121135844,16730.87,0.14,158,0
2497,bank,-8288.05,-85.44381443298968,-198.8,909.3066380243191,1682.29,-2041.03,33971.09,-42259.13999999999,790.0253488372092,-782.5766666666665,787.31,-667.36,435.1420921642604,480.2315187175987,1682.29,-94.78,55.63,-2041.03,43,54,270,0,116461.67,814.4172727272727,443.44,1323.59332567845,5755.6,9.66,143,0
6037,bank,4969.94,171.37724137931033,298.55,885.7262483848115,1757.29,-1713.24,13385.029999999999,-8415.089999999998,743.6127777777778,-765.0081818181817,565.135,-653.62,476.40526457561265,506.8329716547293,1757.29,-154.31,211.57,-1713.24,18,11,268,0,149076.31,1014.1245578231292,432.66,2233.9429645719674,9655.82,1.06,147,0
2266,bank,5933.93,59.3393,115.82500000000002,798.1276422691114,1491.55,-1677.81,37837.01,-31903.079999999998,700.6853703703704,-693.5452173913043,696.95,-571.0,372.7428297209093,405.9047624518131,1491.55,-119.06,8.87,-1677.81,54,46,274,0,201169.22,1397.0084722222223,462.545,3447.9126757601584,14633.84,16.97,144,0
3303,bank,2826.8800000000006,28.84571428571429,80.97,854.4778399882163,2070.3,-1801.12,37883.81999999999,-35056.94,742.8199999999998,-745.892340425532,706.58,-722.23,450.7271895992075,374.6613534520078,2070.3,-12.34,11.13,-1801.12,51,47,275,0,271144.0,1694.65,484.175,4903.891125415439,21668.99,28.07,160,0
6479,bank,3606.92,106.08588235294118,531.61,744.3715191094559,1070.0,-1319.14,13708.299999999997,-10101.38,685.4149999999998,-721.5271428571428,707.465,-626.885,207.42539418458767,299.461572760913,1070.0,-423.64,177.4,-1319.14,20,14,266,0,142954.26,1013.86,489.22,2011.33268266945,8596.74,10.11,141,0
8027,bank,1515.8899999999999,108.27785714285713,38.484999999999985,958.3959966060165,1567.24,-1104.48,6752.369999999999,-5236.4800000000005,964.6242857142855,-748.0685714285715,1091.03,-809.86,468.30738145855804,244.37601515073524,1567.24,-327.74,404.71,-1104.48,7,7,218,0,169260.35,1217.7003597122302,485.35,2764.182208742421,11605.31,4.01,139,0
2435,bank,-1763.06,-16.1748623853211,-25.34,876.202579351516,1869.49,-2074.59,39853.3,-41616.36,751.9490566037737,-743.1492857142857,701.7,-661.6,445.43299080032637,461.8400516269169,1869.49,-25.34,46.76,-2074.59,53,56,271,0,119998.7,710.0514792899409,433.55,1101.9454788845537,5148.44,10.52,169,0
4594,bank,781.5100000000011,14.74547169811323,197.99,899.3119181748943,1650.89,-1570.37,21039.489999999994,-20257.979999999996,751.4103571428569,-810.3191999999998,672.0450000000001,-910.87,440.560735885044,437.88751781441164,1650.89,-58.94,131.93,-1570.37,28,25,268,0,116262.93000000001,780.2881208053692,445.17,1292.010015007189,5691.63,2.28,149,0
9679,bank,1314.89,69.20473684210526,114.35,577.1633407197309,1236.7,-1320.34,4745.969999999999,-3431.0800000000004,474.5969999999999,-381.23111111111115,378.045,-175.89,363.6427410110093,408.73739391706147,1236.7,-96.88,114.35,-1320.34,10,9,270,0,121714.46,822.3950000000001,448.625,1351.4084348109684,5939.46,8.37,148,0
5113,bank,13479.099999999999,182.14999999999998,557.0350000000001,674.8183720915789,1077.14,-1809.68,30475.890000000003,-16996.79,621.9569387755103,-679.8716000000001,703.88,-529.72,201.4544778004459,367.40035280195366,1077.14,-70.45,123.68,-1809.68,49,25,271,0,203859.77,1405.929448275862,480.72,3568.287976010924,15172.06,2.77,145,0
5723,bank,3344.47,119.44535714285713,172.785,779.3557752185676,1456.14,-1182.55,11734.749999999998,-8390.279999999999,838.1964285714284,-599.3057142857142,857.095,-603.0350000000001,246.402778162633,296.84278469650167,1456.14,-156.88,502.45,-1182.55,14,14,270,0,139124.6,952.9082191780823,414.65999999999997,1918.5207012116123,8304.46,22.56,146,0
8481,bank,-3312.84,-184.04666666666668,-80.32499999999999,725.6130993694027,1051.89,-1250.54,3851.84,-7164.68,427.9822222222222,-796.0755555555556,362.3,-862.86,372.9177215478563,370.0970781805468,1051.89,-164.67,4.02,-1250.54,9,9,264,0,200319.86,1353.5125675675674,442.95500000000004,3452.5970751297805,14809.98,3.66,148,0
2107,bank,-70809.59,-643.7235454545454,-757.065,584.7261266666478,1242.31,-1582.82,6721.29,-77530.88,611.0263636363636,-783.1402020202021,608.52,-818.65,425.674165513312,406.74149478703475,1242.31,-28.79,20.72,-1582.82,11,99,273,0,7449.54,496.636,551.79,270.05296702155096,957.68,17.88,15,0
9705,bank,621.4800000000002,32.709473684210536,285.21,923.4283871438223,1381.26,-1668.62,7985.860000000001,-7364.38,798.586,-818.2644444444445,828.655,-758.18,360.72153196983777,473.65619375004246,1381.26,-309.45,285.21,-1668.62,10,9,244,0,160499.33000000002,1084.4549324324325,500.4,2268.0700702692184,9852.36,1.03,148,0
3738,bank,10083.84,168.064,489.33,847.9709449635482,1731.47,-1590.06,27657.17,-17573.329999999998,747.491081081081,-764.0578260869564,611.27,-786.73,410.22420692012224,424.2753476968007,1731.47,-2.56,12.43,-1590.06,37,23,266,0,241187.31000000003,1507.4206875000002,466.725,4197.170930060036,18586.72,19.14,160,0
9501,bank,531.4000000000001,31.25882352941177,185.05,697.1228495563242,930.82,-898.1,5642.67,-5111.27,626.9633333333334,-638.90875,703.36,-680.675,294.5579799037874,205.21684346337517,930.82,-249.07,185.05,-898.1,9,8,268,0,167089.28,1050.8759748427674,431.69,2485.192449075,11072.7,3.23,159,0
